3.022923166666666855e-02 3.011636177226467908e+02
4.030564250000000237e-02 3.072413151194883199e+02
5.038205333333333619e-02 3.494223622516799992e+02
6.045846416666666306e-02 3.512365999243957049e+02
7.053487500000001076e-02 3.358933239416218726e+02
8.061128500000000474e-02 3.536404685542737525e+02
9.068769999999999609e-02 3.756683313546841418e+02
1.007641083333333243e-01 3.628114374210682058e+02
1.108405166666666664e-01 4.437297880941213180e+02
1.209169250000000084e-01 3.213923832225052593e+02
1.309933416666666794e-01 3.298285773754454908e+02
1.410697500000000215e-01 2.936733991961818333e+02
1.511461583333333358e-01 3.414397159963982631e+02
1.612225750000000069e-01 3.725538949106166342e+02
1.712989833333333489e-01 3.165099352105927437e+02
1.813753916666666910e-01 3.272886514332856223e+02
1.914518000000000053e-01 3.466150714982653653e+02
2.015282166666666486e-01 2.917839958017321464e+02
2.116046249999999906e-01 3.085242382871193740e+02
2.216810333333333327e-01 2.838128974696564910e+02
2.317574500000000037e-01 3.134531028841485636e+02
2.418338583333333180e-01 3.390358427609147611e+02
2.519102666666666601e-01 2.982172908488169583e+02
2.619866833333333589e-01 3.192362150911109211e+02
2.720630916666666455e-01 2.554447972065056831e+02
2.821395000000000430e-01 2.835654982442349592e+02
2.922159083333333296e-01 2.717604373573446992e+02
3.022923249999999729e-01 2.646248437955645727e+02
3.123687333333333704e-01 2.576687038803781320e+02
3.224451416666666570e-01 2.887700963870815940e+02
3.325215583333333558e-01 2.321565693087696616e+02
3.425979666666666978e-01 2.625630162514739254e+02
3.526743749999999844e-01 2.712649603165579606e+02
3.627507833333333820e-01 2.232118278714444273e+02
3.728271999999999697e-01 2.308594120876913678e+02
3.829036083333333118e-01 2.388492895251468724e+02
3.929800166666667094e-01 2.220348979148972433e+02
4.030564333333332971e-01 2.143069359204104387e+02
4.131328416666666947e-01 2.041151198855562541e+02
4.232092499999999813e-01 1.926980604557066954e+02
4.332856583333332678e-01 1.893052544322443396e+02
4.433620750000000221e-01 2.098909149995477890e+02
4.534384833333333087e-01 2.367944256792540898e+02
4.635148916666666508e-01 2.397161399141935192e+02
4.735913083333333495e-01 2.068695229999943308e+02
4.836677166666666361e-01 2.008815715836911693e+02
4.937441249999999782e-01 1.995588445084384261e+02
5.038205416666666769e-01 2.015764235872589438e+02
5.138969500000000190e-01 1.717977253024520508e+02
5.239733583333332501e-01 1.988056644549616010e+02
5.340497666666667032e-01 1.791166997936190057e+02
5.441261833333332909e-01 1.644909678981286731e+02
5.542025916666666330e-01 1.725439890471162130e+02
5.642790000000000861e-01 1.695989150110330286e+02
5.743554166666666738e-01 1.670818276881600184e+02
5.844318250000000159e-01 1.675793446522031331e+02
5.945082333333333580e-01 1.656799615559478696e+02
6.045846416666667000e-01 1.920190172313948835e+02
6.146610583333332878e-01 1.603013656583335944e+02
6.247374666666667409e-01 1.568380029819717834e+02
6.348138749999999719e-01 1.693289390240686600e+02
6.448902916666666707e-01 1.755275860646396779e+02
6.549667000000000128e-01 1.512740074810579074e+02
6.650431083333333548e-01 1.390201582284691142e+02
6.751195166666666969e-01 1.300727867159343987e+02
6.851959333333333957e-01 1.350593932516574398e+02
6.952723416666667378e-01 1.323605397714473213e+02
7.053487499999999688e-01 1.342951271092521495e+02
7.154251666666666676e-01 1.263476657342540221e+02
7.255015750000000097e-01 1.254848381233263126e+02
7.355779833333333517e-01 1.355758160473274643e+02
7.456543999999999395e-01 1.327140063626323183e+02
7.557308083333333926e-01 1.453277704941095863e+02
7.658072166666666236e-01 1.283048654093466894e+02
7.758836249999999657e-01 1.216623714579797024e+02
7.859600416666666645e-01 1.150366841047767821e+02
7.960364500000000065e-01 1.210487568162077281e+02
8.061128583333333486e-01 1.131268497562809046e+02
8.161892750000000474e-01 1.211508231700677953e+02
8.262656833333333894e-01 1.066639560536189180e+02
8.363420833333333748e-01 1.128150421227622360e+02
8.464184999999999626e-01 1.206468690546489171e+02
8.564949166666665503e-01 1.035396652307360768e+02
8.665713333333333601e-01 1.101833517075938147e+02
8.766477500000000589e-01 1.161738300600502498e+02
8.867241666666666466e-01 1.076297039771970532e+02
8.968005833333332344e-01 1.174036587941888712e+02
9.068770000000000442e-01 1.064232339855075793e+02
9.169534166666667430e-01 1.087227308610773235e+02
9.270297499999999857e-01 1.030448142931877697e+02
9.371061666666665735e-01 1.047225390942406875e+02
9.471825833333332723e-01 1.186743700353297015e+02
9.572590000000000821e-01 1.175741239221058265e+02
9.673354166666666698e-01 9.991919390915172983e+01
9.774118333333332576e-01 9.599379807875675397e+01
9.874882499999999563e-01 9.021579289199249274e+01
9.975646666666667661e-01 9.901344719567192953e+01
1.007641083333333354e+00 9.461617203912165053e+01
1.017717500000000053e+00 9.587801935039335888e+01
1.027793916666666529e+00 9.519416603602644500e+01
1.037870333333333450e+00 9.344561666611053852e+01
1.047946749999999927e+00 8.165120243668049227e+01
1.058023166666666626e+00 8.314396147910679247e+01
1.068099499999999979e+00 7.945338548057529238e+01
1.078175916666666678e+00 7.026699016763765826e+01
1.088252333333333377e+00 7.656087196236174464e+01
1.098328750000000076e+00 8.183048584727295349e+01
1.108405166666666553e+00 6.933030542790842787e+01
1.118481583333333251e+00 7.096124764278890495e+01
1.128558000000000172e+00 7.571206578429497824e+01
1.138634416666666649e+00 7.733473096340135555e+01
1.148710833333333348e+00 7.388725469487839348e+01
1.158787249999999824e+00 7.130430995096759261e+01
1.168863666666666745e+00 6.858760290055793973e+01
1.178940083333333444e+00 6.595455046366238605e+01
1.189016499999999921e+00 6.272960506660659519e+01
1.199092916666666619e+00 6.843185918002851054e+01
1.209169249999999973e+00 6.438733096566025438e+01
1.219245666666666672e+00 7.135805545525849425e+01
1.229322083333333371e+00 6.475047546063939308e+01
1.239398500000000070e+00 6.115311770981586648e+01
1.249474916666666546e+00 6.963164985151450992e+01
1.259551333333333467e+00 6.628792576846821305e+01
1.269627749999999944e+00 5.976620409022994096e+01
1.279704166666666643e+00 5.995558665172175239e+01
1.289780583333333341e+00 6.427507245525903556e+01
1.299857000000000040e+00 6.197945382288160232e+01
1.309933416666666739e+00 6.415705914827782408e+01
1.320009833333333438e+00 5.436899131674334740e+01
1.330086249999999914e+00 5.439417135452567464e+01
1.340162666666666835e+00 5.652239822174133366e+01
1.350239083333333312e+00 5.714851490515939503e+01
1.360315416666666666e+00 5.345956620436634665e+01
1.370391833333333365e+00 5.482735962292972687e+01
1.380468249999999841e+00 5.835227162934977940e+01
1.390544666666666762e+00 5.406431170839849187e+01
1.400621083333333461e+00 5.445848418704158433e+01
1.410697499999999938e+00 5.575673671262430986e+01
1.420773916666666636e+00 5.644984180654051897e+01
1.430850333333333335e+00 5.859735207333076801e+01
1.440926750000000034e+00 5.907059418024134345e+01
1.451003166666666733e+00 5.230298704834600443e+01
1.461079583333333209e+00 4.830128740590394187e+01
1.471155999999999908e+00 4.744109645638267381e+01
1.481232416666666829e+00 4.023907122916985912e+01
1.491308833333333306e+00 3.734144287534547857e+01
1.501385166666666660e+00 3.985237021178812000e+01
1.511461583333333358e+00 4.287408803627463527e+01
1.521538000000000057e+00 4.261178019329731370e+01
1.531614416666666756e+00 4.553261571497876758e+01
1.541690833333333233e+00 4.036858839210308503e+01
1.551767249999999931e+00 4.197252856829441470e+01
1.561843666666666630e+00 3.959488014384224641e+01
1.571920083333333329e+00 3.993418313306062117e+01
1.581996500000000028e+00 3.527018529495958887e+01
1.592072916666666726e+00 3.453024261875997070e+01
1.602149333333333203e+00 3.488130437876020551e+01
1.612225750000000124e+00 3.169701600417390353e+01
1.622302166666666601e+00 3.532018275369829752e+01
1.632378583333333300e+00 3.219937508463555531e+01
1.642454916666666653e+00 3.361795377053924483e+01
1.652531333333333352e+00 3.910790552238441364e+01
1.662607750000000051e+00 3.677956539733462193e+01
1.672684166666666750e+00 3.415796061482611634e+01
1.682760583333333226e+00 3.443577028338860657e+01
1.692836999999999925e+00 3.977070259169898492e+01
1.702913416666666624e+00 3.647585800960971625e+01
1.712989833333333101e+00 3.400096613328438622e+01
1.723066250000000244e+00 3.576914656074107768e+01
1.733142666666666720e+00 3.328916886742926096e+01
1.743219083333333419e+00 3.338618503757700751e+01
1.753295500000000118e+00 3.336322217071879237e+01
1.763371916666666595e+00 3.361421258685150804e+01
1.773448333333333293e+00 3.106058920661323697e+01
1.783524666666666869e+00 3.066985834156292512e+01
1.793601083333333346e+00 2.987989913117488072e+01
1.803677500000000045e+00 2.845415411747210754e+01
1.813753916666666521e+00 2.749781038557187784e+01
1.823830333333333220e+00 2.625734550799900191e+01
1.833906749999999919e+00 2.852940091170826165e+01
1.843983166666666396e+00 2.899807640788132446e+01
